,Title,Genres,Ratings,Director
419,Hawkeye,"Action, Adventure, Crime",7.6,Rhys Thomas
420,Peter Rabbit 2: The Runaway,"Adventure, Comedy, Crime",6.2,Will Gluck
421,Arcane,"Animation, Action, Adventure",9.2,Pascal Charrue
422,The Addams Family 2,"Animation, Adventure, Comedy",5.4,Greg Tiernan
423,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","Documentary, Music",8.0,Questlove
424,Hometown Cha-Cha-Cha,"Comedy, Romance",8.4,
425,Squid Game,"Action, Drama, Mystery",7.8,Hwang Dong-hyuk
426,Paranormal Activity: Next of Kin,"Horror, Mystery, Thriller",5.2,William Eubank
427,Sherni,"Action, Adventure, Drama",6.8,Amit Masurkar
428,The Lost Symbol,"Action, Adventure, Drama",6.3,
429,Wolf,"Drama, Mystery, Thriller",5.8,Nathalie Biancheri
430,The Mosquito Coast,"Adventure, Drama, Thriller",6.9,
431,My Son,"Crime, Drama, Mystery",6.0,Christian Carion
432,Jujutsu Kaisen 0: The Movie,"Animation, Action, Fantasy",7.9,Seong-Hu Park
433,Prisoners of the Ghostland,"Fantasy, Horror, Thriller",4.2,Sion Sono
434,The Wheel of Time,"Action, Adventure, Drama",7.2,Uta Briesewitz
435,Ferry,"Action, Crime, Drama",7.0,Cecilia Verheyden
436,Gossip Girl,"Drama, Romance",5.3,
437,Dexter: New Blood,"Crime, Drama, Mystery",8.6,Marcos Siega
438,Arcane,"Animation, Action, Adventure",8.7,Pascal Charrue
439,Kingdom,"Action, Drama, Horror",7.0,Seong Hun Kim
440,Hawkeye,"Action, Adventure, Crime",8.2,Bert
441,Arcane,"Animation, Action, Adventure",8.9,Pascal Charrue
442,Arcane,"Animation, Action, Adventure",9.2,Pascal Charrue
443,Toma,"Biography, Drama, Music",8.8,Dragan Bjelogrlic
444,Rick and Morty,"Animation, Adventure, Comedy",8.7,Wesley Archer
445,"Love, Death & Robots","Animation, Short, Action",6.5,Meat Dept
446,Not Me,"Action, Crime, Thriller",9.0,
447,Stuck Apart,"Comedy, Drama",6.0,Durul Taylan
448,Rashmi Rocket,"Drama, Sport",7.6,Akarsh Khurana
449,Dhindora,"Comedy, Drama",9.1,Himank Gaur
450,American Sicario,"Action, Crime, Drama",6.0,RJ Collins
451,The Witcher,"Action, Adventure, Drama",7.6,Stephen Surjik
452,Resident Evil: Infinite Darkness,"Animation, Action, Horror",5.7,
453,Made for Love,"Comedy, Drama, Sci-Fi",6.9,
454,"Love, Death & Robots","Animation, Short, Action",7.8,Dominique Boidin
455,Arcane,"Animation, Action, Adventure",9.2,Pascal Charrue
456,The Witcher,"Action, Adventure, Drama",8.5,Edward Bazalgette
457,Hawkeye,"Action, Adventure, Crime",8.0,Rhys Thomas
458,South Park: Post COVID,"Animation, Comedy",7.5,Trey Parker
459,Abbott Elementary,Comedy,8.2,
460,Land,"Adventure, Drama",6.6,Robin Wright
461,Siyavash,Drama,7.1,
462,Sanak,"Action, Thriller",6.8,Kanishk Varma
463,Petite Maman,"Drama, Fantasy",7.4,Céline Sciamma
464,House of Secrets: The Burari Deaths,"Documentary, Crime, History",7.4,
465,Roohi,"Comedy, Horror",4.3,Hardik Mehta
466,Finding 'Ohana,"Action, Adventure, Comedy",6.1,Jude Weng
467,Invincible,"Animation, Action, Adventure",9.6,William Ruzicka
468,Rick and Morty,"Animation, Adventure, Comedy",9.4,Wesley Archer
469,Hawkeye,"Action, Adventure, Crime",8.5,Bert
470,"Love, Death & Robots","Animation, Short, Action",6.1,Robert Valley
471,Rick and Morty,"Animation, Adventure, Comedy",7.8,Wesley Archer
472,The Misfits,"Adventure, Comedy, Thriller",4.3,Renny Harlin
473,Sunflower,"Comedy, Crime",7.4,
474,Harga,Drama,8.8,
475,What If...?,"Animation, Action, Adventure",8.4,Bryan Andrews
476,Clarice,"Crime, Drama, Mystery",6.5,
477,The Bombardment,"Drama, History, War",7.3,Ole Bornedal
478,The Deep House,"Drama, Horror, Mystery",5.4,Alexandre Bustillo
479,Crisis,"Drama, Thriller",6.1,Nicholas Jarecki
480,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,"Animation, Action, Fantasy",9.0,Haruo Sotozaki
481,Ted Lasso,"Comedy, Drama, Sport",6.8,Sam Jones
482,Dhindora,"Comedy, Drama",9.2,Himank Gaur
483,Joji,"Crime, Drama",7.8,Dileesh Pothan
484,Annaatthe,"Action, Comedy, Drama",4.0,Siva
485,Tell Me Your Secrets,"Crime, Drama, Mystery",7.3,
486,Pogaru,Action,5.5,Nandakishore
487,Hawkeye,"Action, Adventure, Crime",8.0,Bert
488,Mumbai Saga,"Action, Crime",6.0,Sanjay Gupta
489,Encounter,"Drama, Sci-Fi, Thriller",5.8,Michael Pearce
490,Iste Bu Benim Masalim,"Musical, Romance",1.2,
491,The Silence of Swastika,"Documentary, History",9.7,Anuj Bhardwaj
492,The Outlaws,"Comedy, Crime, Drama",7.7,
493,La Brea,"Drama, Mystery, Sci-Fi",5.6,
494,Evangelion: 3.0+1.01 Thrice Upon a Time,"Animation, Action, Drama",8.0,Mahiro Maeda
495,Mushoku Tensei: Jobless Reincarnation,"Animation, Action, Adventure",8.4,
496,The Wheel of Time,"Action, Adventure, Drama",8.5,Wayne Yip
497,Pagglait,"Comedy, Drama",6.9,Umesh Bist
498,Belle,"Animation, Adventure, Drama",7.2,Mamoru Hosoda
499,Snowdrop,"Crime, Drama, Romance",8.2,
500,"Love, Death & Robots","Animation, Short, Action",7.3,Elliot Dear
501,"Love, Death & Robots","Animation, Short, Action",6.9,Tim Miller
502,Crashh,Romance,5.9,
503,Love Scandals & Doctors,Thriller,5.9,
504,"Love, Death & Robots","Animation, Short, Action",7.0,Simon Otto
505,Schmigadoon!,"Comedy, Musical, Romance",7.3,
506,Succession,Drama,9.8,Mark Mylod
507,State of Siege: Temple Attack,"Action, Thriller",7.8,Ken Ghosh
508,Turning Point: 9/11 and the War on Terror,"Documentary, History, War",8.0,
509,The Club,"Comedy, Drama",7.8,
510,Not to Forget,Drama,4.9,Valerio Zanoli
511,Cyrano,"Drama, Musical, Romance",6.3,Joe Wright
512,Chernobyl: Abyss,"Drama, History, Romance",5.1,Danila Kozlovskiy
513,Around the World in 80 Days,"Adventure, Comedy, History",7.1,
514,The Wheel of Time,"Action, Adventure, Drama",7.7,Uta Briesewitz
515,The Witcher,"Action, Adventure, Drama",7.8,Sarah O'Gorman
516,Aranyak,"Crime, Drama, Mystery",7.8,
517,Bang Baang,"Action, Thriller",3.8,
518,The Innocents,"Drama, Fantasy, Horror",7.0,Eskil Vogt
519,Invincible,"Animation, Action, Adventure",9.5,Vinton Heuck
520,The Sadness,Horror,6.5,Rob Jabbaz
521,Marakkar: Lion of the Arabian Sea,"Action, Drama, History",5.9,Priyadarshan
522,The Walking Dead,"Drama, Horror, Thriller",4.0,David Boyd
523,The Cursed,"Fantasy, Horror, Mystery",6.2,Sean Ellis
524,The Wheel of Time,"Action, Adventure, Drama",7.6,Wayne Yip
525,Afterlife of the Party,"Comedy, Drama, Fantasy",5.8,Stephen Herek
526,Ray,"Crime, Drama, Thriller",7.1,
527,Chapelwaite,"Drama, Horror, Mystery",7.2,
528,Hit & Run,"Action, Crime, Drama",7.0,
529,Kaagaz,"Biography, Comedy, Drama",7.3,Satish Kaushik
530,Methagu,"Biography, History",8.5,Kittu
531,Sky Rojo,"Action, Adventure, Crime",6.5,
532,The Colony,"Action, Adventure, Sci-Fi",5.3,Tim Fehlbaum
533,The Witcher,"Action, Adventure, Drama",7.8,Sarah O'Gorman
534,Rurouni Kenshin: Final Chapter Part I - The Final,"Action, Drama",7.2,Keishi Otomo
535,Who Killed Jessica?,Comedy,8.5,
536,Nightbooks,"Family, Fantasy, Horror",5.7,David Yarovesky
537,The Sons of Sam: A Descent into Darkness,"Documentary, Crime, History",7.0,
538,The Pembrokeshire Murders,"Crime, Drama, Thriller",7.1,
539,How to Become a Tyrant,"Documentary, Biography, History",7.4,
540,"Love, Death & Robots","Animation, Short, Action",6.5,Alex Beaty
541,Physical,"Comedy, Drama",7.3,
542,Sandeep Aur Pinky Faraar,"Comedy, Crime, Drama",6.3,Dibakar Banerjee
543,The Last Mercenary,"Action, Adventure, Comedy",5.3,David Charhon
544,Compartment Number 6,"Drama, Romance",7.3,Juho Kuosmanen
545,Horimiya,"Animation, Comedy, Drama",8.1,
546,Fatma,"Crime, Drama, Thriller",7.4,
547,Snabba Cash,"Action, Crime, Drama",7.6,
548,Black Box,"Drama, Mystery, Thriller",7.2,Yann Gozlan
549,Help,Drama,7.7,Marc Munden
550,The Great Indian Kitchen,"Comedy, Drama",8.2,Jeo Baby
551,The Witcher,"Action, Adventure, Drama",8.0,Edward Bazalgette
552,Invincible,"Animation, Action, Adventure",8.9,Robert Valley
553,The Witcher,"Action, Adventure, Drama",8.2,Louise Hooper
554,American Rust,"Crime, Drama",7.2,
555,Rurôni Kenshin: Sai shûshô - The Beginning,"Action, Adventure, Drama",7.4,Keishi Otomo
556,The Alpinist,Documentary,8.0,Peter Mortimer
557,The Witcher,"Action, Adventure, Drama",8.0,Louise Hooper
558,The Billion Dollar Code,"Biography, Crime, Drama",8.0,
559,Debris,"Drama, Mystery, Sci-Fi",6.4,
560,Operation Varsity Blues,"Documentary, Crime, Drama",6.9,Chris Smith
561,One Of Us Is Lying,"Crime, Drama, Mystery",6.8,
562,In the Earth,"Horror, Mystery, Sci-Fi",5.2,Ben Wheatley
563,Firebird,"Drama, Romance",7.1,Peeter Rebane
564,Panic,"Adventure, Crime, Drama",6.5,
565,I'm Your Man,"Comedy, Drama, Romance",7.1,Maria Schrader
566,Dracula,"Comedy, Drama",6.7,
567,Infinitum: Subject Unknown,"Mystery, Sci-Fi",5.1,Matthew Butler-Hart
568,V/H/S/94,"Horror, Mystery, Thriller",5.4,Simon Barrett
569,Tear Along the Dotted Line,"Animation, Comedy, Drama",8.7,
570,Cem Yilmaz: Diamond Elite Platinum Plus,Comedy,6.6,Cem Yilmaz
571,Music,"Drama, Musical",3.2,Sia
572,Dhindora,"Comedy, Drama",8.9,Himank Gaur
573,Ranking of Kings,"Animation, Adventure, Comedy",8.6,
574,Back to the Outback,"Animation, Adventure, Comedy",6.5,Harry Cripps
575,Money Heist,"Action, Crime, Drama",8.2,
576,One Piece,"Animation, Action, Adventure",9.5,
577,Dexter: New Blood,"Crime, Drama, Mystery",9.1,Marcos Siega
578,Sentinelle,"Action, Crime, Drama",4.7,Julien Leclercq
579,Aspirants,Drama,9.2,Apoorv Singh Karki
580,Untold: Malice at the Palace,"Documentary, Crime, Sport",7.5,Floyd Russ
581,Rick and Morty,"Animation, Adventure, Comedy",7.0,Wesley Archer
582,Billie Eilish: The World's a Little Blurry,"Documentary, Biography, Music",7.7,R.J. Cutler
583,Dexter: New Blood,"Crime, Drama, Mystery",8.2,Marcos Siega
584,Amira,Drama,2.7,Mohamed Diab
585,The Walking Dead,"Drama, Horror, Thriller",5.1,Laura Belsey
586,The Priest,"Horror, Mystery, Thriller",6.2,Jofin T. Chacko
587,Rick and Morty,"Animation, Adventure, Comedy",7.1,Wesley Archer
588,The Medium,Horror,6.5,Banjong Pisanthanakun
589,Kevin Can F**k Himself,"Comedy, Drama",6.9,
590,Bad Luck Banging or Loony Porn,"Comedy, Drama",6.6,Radu Jude
591,Fear of Rain,"Drama, Horror, Thriller",5.9,Castille Landon
592,Boruto: Naruto Next Generations,"Animation, Action, Adventure",9.6,
593,Lansky,"Biography, Crime, Drama",6.2,Eytan Rockaway
594,Cocoon,Drama,8.1,
595,I Know What You Did Last Summer,"Drama, Horror, Mystery",5.3,
596,Rick and Morty,"Animation, Adventure, Comedy",8.2,Wesley Archer
597,Honsla Rakh,"Comedy, Drama, Romance",7.3,Amarjit Singh Saron
598,Prey,"Adventure, Drama, Thriller",4.3,Thomas Sieben
599,Rick and Morty,"Animation, Adventure, Comedy",6.4,Jacob Hair
600,Payback,"Drama, Thriller",5.9,Joseph Mensch
601,The Walking Dead,"Drama, Horror, Thriller",8.4,Kevin Dowling
602,Pretend It's a City,"Documentary, Biography, Comedy",8.1,
603,Decoupled,"Comedy, Drama",7.9,
604,Great White,"Horror, Thriller",4.1,Martin Wilson
605,Dexter: New Blood,"Crime, Drama, Mystery",8.7,Marcos Siega
606,Colin in Black & White,"Biography, Drama, Sport",5.5,
607,Jathi Ratnalu,Comedy,7.3,Anudeep K.V.
608,Allen v. Farrow,"Documentary, Biography, Crime",6.5,
609,Dexter: New Blood,"Crime, Drama, Mystery",8.6,Sanford Bookstaver
610,Dexter: New Blood,"Crime, Drama, Mystery",8.9,Sanford Bookstaver
611,Bob Biswas,"Crime, Drama, Thriller",6.7,Diya Annapurna Ghosh
612,Girl in the Basement,"Crime, Thriller",6.3,Elisabeth Röhm
613,Justice Society: World War II,"Animation, Action, Adventure",6.4,Jeff Wamester
614,Midnight in the Switchgrass,"Action, Crime, Thriller",4.4,Randall Emmett
615,One Piece,"Animation, Action, Adventure",9.6,
616,Dexter: New Blood,"Crime, Drama, Mystery",8.3,Sanford Bookstaver
617,Money Heist,"Action, Crime, Drama",8.5,Jesús Colmenar
618,Wired Shut,"Horror, Thriller",5.8,Alexander Sharp
619,The Wheel of Time: Origins,"Animation, Drama, Fantasy",7.0,
620,Hideout,"Horror, Mystery, Thriller",4.7,Kris Roselli
621,Vengeance Is Mine,"Action, Thriller",5.6,Hadi Hajaig
622,Nayattu,"Crime, Thriller",8.1,Martin Prakkat
623,The Underground Railroad,"Drama, Fantasy, History",7.3,
624,Invincible,"Animation, Action, Adventure",9.1,Jeff Allen
625,Britney vs Spears,"Documentary, Biography, Music",6.4,Erin Lee Carr
626,Rashash,"Action, Drama, Thriller",7.9,
627,Hum Do Hamare Do,Comedy,6.0,Abhishek Jain
628,Eclipse,"Action, Drama, History",8.4,
629,The Virtuoso,"Action, Thriller",4.9,Nick Stagliano
630,Stuck Together,Comedy,6.3,Dany Boon
631,The Good Boss,"Comedy, Drama",7.2,Fernando León de Aranoa
632,Aspirants,Drama,9.3,Apoorv Singh Karki
633,7 Prisoners,"Crime, Drama",7.1,Alexandre Moratto
634,Together Together,"Comedy, Drama",6.4,Nikole Beckwith
635,Mandela,"Comedy, Drama",8.4,Madonne Ashwin
636,To Your Eternity,"Animation, Adventure, Drama",8.5,
637,The Legend of Hanuman,Animation,9.0,
638,Clean,"Action, Crime, Drama",5.6,Paul Solet
639,Memoria,"Drama, Sci-Fi",6.6,Apichatpong Weerasethakul
640,Mare of Easttown,"Crime, Drama, Mystery",9.3,Craig Zobel
641,Blue Miracle,"Adventure, Biography, Drama",6.6,Julio Quintana
642,Blue Bayou,Drama,7.1,Justin Chon
643,Monsters at Work,"Animation, Adventure, Comedy",7.0,
644,Maharani,Drama,7.7,
645,Everybody's Talking About Jamie,"Biography, Comedy, Drama",6.3,Jonathan Butterell
646,The Wheel of Time,"Action, Adventure, Drama",7.3,Salli Richardson-Whitfield
647,Law & Order: Organized Crime,"Crime, Drama, Mystery",7.7,
648,The New York Times Presents,Documentary,6.8,Samantha Stark
649,Krack,"Action, Crime, Thriller",6.9,Gopichand Malineni
650,No Man of God,"Biography, Crime, Drama",6.4,Amber Sealey
651,Dexter: New Blood,"Crime, Drama, Mystery",8.8,Sanford Bookstaver
652,One Piece,"Animation, Action, Adventure",9.4,
653,Heels,"Drama, Sport",8.0,
654,The Walking Dead,"Drama, Horror, Thriller",6.1,David Boyd
655,Us Again,"Animation, Short, Drama",7.8,Zach Parrish
656,Hit-Monkey,"Animation, Action, Adventure",7.8,
657,November Story,"Crime, Mystery, Thriller",7.7,
658,South Park: Post Covid - The Return of Covid,"Animation, Comedy",7.5,Trey Parker
659,Invincible,"Animation, Action, Adventure",8.4,Paul Furminger
660,The Humans,Drama,6.1,Stephen Karam
661,Roadrunner: A Film About Anthony Bourdain,Documentary,7.7,Morgan Neville
662,The Girl Who Got Away,"Horror, Thriller",5.4,Michael Morrissey
663,Girl Next,"Horror, Thriller",5.3,Larry Wade Carrell
664,The Wheel of Time,"Action, Adventure, Drama",6.3,Ciaran Donnelly
665,The Walking Dead,"Drama, Horror, Thriller",7.3,Laura Belsey
666,Ciao Alberto,"Animation, Short, Comedy",6.8,McKenna Harris
667,The Family Man,"Action, Comedy, Drama",8.9,Krishna D.K.
668,Money Heist,"Action, Crime, Drama",7.3,Jesús Colmenar
669,The Wheel of Time,"Action, Adventure, Drama",7.4,Salli Richardson-Whitfield
670,Aspirants,Drama,9.5,Apoorv Singh Karki
671,Muppets Haunted Mansion,"Adventure, Comedy, Family",6.4,Kirk R. Thatcher
672,The Walking Dead,"Drama, Horror, Thriller",8.6,Kevin Dowling
673,Jujutsu Kaisen,"Animation, Action, Adventure",9.6,
674,The Walking Dead,"Drama, Horror, Thriller",8.7,Greg Nicotero
675,The Walking Dead,"Drama, Horror, Thriller",7.1,David Boyd
676,America: The Motion Picture,"Animation, Action, Adventure",5.6,Matt Thompson
677,Murder Among the Mormons,"Documentary, Crime, History",7.0,
678,Mortal Wound,"Drama, Mystery, Thriller",7.7,
679,Sunny,"Crime, Drama, Thriller",7.6,Ranjith Sankar
680,Last Looks,Thriller,5.7,Tim Kirkby
681,Hungama 2,"Comedy, Drama, Romance",3.2,Priyadarshan
682,The Last Hour,"Crime, Drama, Fantasy",7.2,
683,Matsya Kaand,Thriller,9.0,
684,Call My Agent Bollywood,"Comedy, Drama",6.9,
685,Mortal Kombat Legends: Battle of the Realms,"Animation, Action, Adventure",6.5,Ethan Spaulding
686,Invincible,"Animation, Action, Adventure",8.2,Jeff Allen
687,Rick and Morty,"Animation, Adventure, Comedy",8.3,Wesley Archer
688,Wheel of Fortune and Fantasy,"Drama, Romance",7.5,Ryûsuke Hamaguchi
689,Money Heist,"Action, Crime, Drama",6.9,Jesús Colmenar
690,Invincible,"Animation, Action, Adventure",7.6,Paul Furminger
691,Narco Sub,"Action, Crime, Drama",5.7,Shawn Welling
692,Aspirants,Drama,9.3,Apoorv Singh Karki
693,Flora & Ulysses,"Adventure, Comedy, Family",6.2,Lena Khan
694,Starstruck,Comedy,7.5,
695,Call Me Kat,Comedy,5.1,
696,PAW Patrol: The Movie,"Animation, Adventure, Comedy",6.1,Cal Brunker
697,Q: Into the Storm,Documentary,7.5,
698,Rumble,"Animation, Comedy, Family",5.9,Hamish Grieve
699,Bergman Island,"Drama, Romance",6.7,Mia Hansen-Løve
700,Invincible,"Animation, Action, Adventure",7.8,Jeff Allen
701,Nitram,"Drama, Thriller",7.2,Justin Kurzel
702,I Am All Girls,"Crime, Drama, Mystery",5.9,Donovan Marsh
703,AlRawabi School for Girls,Drama,7.4,
704,Batman: Soul of the Dragon,"Animation, Action, Adventure",6.0,Sam Liu
705,"Bob Ross: Happy Accidents, Betrayal & Greed",Documentary,6.9,Joshua Rofé
706,The Wheel of Time,"Action, Adventure, Drama",7.8,Ciaran Donnelly
707,Kuruthi,Thriller,7.6,Manu Warrier
708,The Princess Switch 3,"Comedy, Drama, Family",5.5,Mike Rohl
709,Resort to Love,"Comedy, Romance",5.7,Steven K. Tsuchida
710,Breaking News in Yuba County,"Comedy, Drama, Thriller",5.7,Tate Taylor
711,Dangerous,"Action, Thriller",5.1,David Hackl
712,Ajeeb Daastaans,"Drama, Romance",6.7,Neeraj Ghaywan
713,Move to Heaven,Drama,8.6,
714,Mouse,"Action, Crime, Mystery",8.7,
715,Crazy About Her,"Comedy, Romance",6.6,Dani de la Orden
716,Ted Lasso,"Comedy, Drama, Sport",8.6,Declan Lowney
717,Spoiled Brats,Comedy,6.1,Nicolas Cuche
718,Mad God,"Animation, Fantasy, Horror",6.8,Phil Tippett
719,Robin Robin,"Animation, Short, Adventure",7.0,Daniel Ojari
720,Cobra Kai,"Action, Comedy, Drama",9.4,Josh Heald
721,Star Wars: The Bad Batch,"Animation, Action, Adventure",8.9,Steward Lee
722,50M2,"Comedy, Drama, Thriller",6.9,
723,Mare of Easttown,"Crime, Drama, Mystery",7.9,Craig Zobel
724,Father Christmas Is Back,Comedy,4.5,Mick Davis
725,CSI: Vegas,"Crime, Drama, Mystery",7.5,
726,The Summit of the Gods,"Animation, Adventure, Drama",7.5,Patrick Imbert
727,Money Heist,"Action, Crime, Drama",7.5,
728,Money Heist,"Action, Crime, Drama",7.1,
729,Broken But Beautiful,"Drama, Romance",9.4,Priyanka Ghose
730,The Walking Dead,"Drama, Horror, Thriller",7.8,Frederick E.O. Toye
731,The Crew,Comedy,6.5,
732,Silk Road,"Crime, Drama, Thriller",5.9,Tiller Russell
733,Star Wars: Visions,"Animation, Action, Adventure",8.4,Takanobu Mizuno
734,The Manor,"Horror, Mystery",5.3,Axelle Carolyn
735,Chhorii,"Drama, Horror, Thriller",6.8,Vishal Furia
736,Komi Can't Communicate,"Animation, Comedy, Drama",7.8,
737,Invisible City,"Crime, Drama, Fantasy",7.2,
738,Lisey's Story,"Drama, Horror, Mystery",5.8,
739,Brooklyn Nine-Nine,"Comedy, Crime",4.9,Cortney Carrillo
740,False Positive,"Horror, Mystery, Thriller",4.7,John Lee
741,Woodstock 99: Peace Love and Rage,"Documentary, Music",7.1,Garret Price
742,The Ferragnez,"Documentary, Reality-TV",6.4,
743,Ted Lasso,"Comedy, Drama, Sport",9.0,Matt Lipsey
744,The Walking Dead,"Drama, Horror, Thriller",7.3,Frederick E.O. Toye
745,Every Breath You Take,"Drama, Mystery, Thriller",5.3,Vaughn Stein
746,Q-Force,"Animation, Action, Adventure",6.3,
747,Calls,"Animation, Drama, Horror",7.7,
748,Sophie: A Murder in West Cork,"Documentary, Crime, History",6.8,
749,Chad,"Comedy, Drama",2.8,
750,Son,"Horror, Thriller",5.6,Ivan Kavanagh
751,Black Friday,"Comedy, Horror",4.6,Casey Tebo
752,Mare of Easttown,"Crime, Drama, Mystery",8.5,Craig Zobel
753,Coming Home in the Dark,"Crime, Horror, Thriller",5.7,James Ashcroft
754,Mare of Easttown,"Crime, Drama, Mystery",9.0,Craig Zobel
755,Nail Polish,Drama,7.3,Bugs Bhargava Krishna
756,Pacific Rim: The Black,"Animation, Action, Adventure",7.0,
757,Our Beloved Summer,"Drama, Romance",8.3,
758,Ted Lasso,"Comedy, Drama, Sport",8.9,Erica Dunton
759,Yasuke,"Animation, Action, Adventure",6.2,
760,A Very British Scandal,"Drama, History",7.0,
761,M.O.D.O.K.,"Animation, Action, Comedy",6.3,
762,D.P.,"Action, Crime, Drama",8.2,
763,Not Me,"Action, Crime, Thriller",9.0,Anucha Boonyawatana
764,Generation,"Comedy, Drama",6.7,
765,NCIS: Hawai'i,"Action, Crime, Mystery",6.2,
766,Warning,"Sci-Fi, Thriller",4.6,Agata Alexander
767,Sir Alex Ferguson: Never Give In,Documentary,8.2,Jason Ferguson
768,Happiness,"Action, Fantasy, Horror",7.8,
769,Sexify,"Comedy, Drama",6.5,
770,Lucifer,"Crime, Drama, Fantasy",7.5,Sherwin Shilati
771,Biggie: I Got a Story to Tell,"Documentary, Biography, Music",6.8,Emmett Malloy
772,Have You Ever Seen Fireflies?,"Comedy, Drama",6.1,Andaç Haznedaroglu
773,The Stay,"Drama, Horror, Mystery",4.7,Scott Hamm Duenas
774,Long Story Short,"Comedy, Fantasy, Romance",6.5,Josh Lawson
775,Mr. Corman,"Comedy, Drama",6.5,
776,Gaia,"Drama, Fantasy, Horror",5.6,Jaco Bouwer
777,Star Wars: Visions,"Animation, Action, Adventure",7.5,Hitoshi Haga
778,Broken But Beautiful,"Drama, Romance",9.1,Priyanka Ghose
779,The Walking Dead,"Drama, Horror, Thriller",8.4,Sharat Raju
780,Nevertheless,"Drama, Romance",7.2,
781,Lucifer,"Crime, Drama, Fantasy",8.6,Sherwin Shilati
782,Record of Ragnarok,"Animation, Action, Adventure",6.2,
783,14 Phere,"Comedy, Romance",6.3,Devanshu Singh
784,One and the Same,Mystery,6.0,Felipe Cisneros
785,12 Mighty Orphans,"History, Sport",6.9,Ty Roberts
786,The Stairs,"Horror, Mystery",4.5,Peter 'Drago' Tiemann
787,Settlers,"Drama, Sci-Fi, Thriller",4.7,Wyatt Rockefeller
788,History of Swear Words,"Documentary, Comedy",6.4,
